Date,Open,High,Low,Close,Volume,Ticker
2024-04-01,511.38445509453464,511.92137584867254,508.5923599199536,509.75408935546875,62477500,SPY
2024-04-02,505.92725051103764,506.6496594947848,504.20905639561914,506.5130310058594,74230300,SPY
2024-04-03,505.41957743973774,508.5728771082824,505.3707772955882,507.0694274902344,59155800,SPY
2024-04-04,511.08182923475704,511.42348983220387,500.57746403679687,500.8800964355469,96858100,SPY
2024-04-05,502.23714343274935,508.0750476043747,501.79782291081136,506.11279296875,74546500,SPY
2024-04-08,506.8156796872345,507.8211772121714,505.58560615213537,506.3958435058594,48401800,SPY
2024-04-09,508.1334942168097,508.37755449261033,502.12958759810414,506.9815368652344,68049200,SPY
2024-04-10,501.28031218136,503.8966314464908,499.9233821983309,501.9051208496094,82652800,SPY
2024-04-11,503.42807581801776,507.13778061540546,499.9136311857634,505.6929626464844,70099000,SPY
2024-04-12,502.14918793409277,503.56474960986543,496.9848635757255,498.71282958984375,92561100,SPY
2024-04-15,502.8911540643935,503.05709839116423,491.61554988176164,492.46490478515625,92101400,SPY
2024-04-16,492.94324564322153,494.4661795680653,490.27809637848605,491.5667419433594,73484000,SPY
2024-04-17,494.0268584590965,494.1928325755386,487.26151394107353,488.65753173828125,75910300,SPY
2024-04-18,490.0536135988177,492.15252641432477,486.7148552774961,487.65203857421875,74548100,SPY
2024-04-19,487.57394131853926,488.56969668668467,482.1264983587833,483.3956298828125,102212600,SPY
2024-04-22,486.00217973304706,490.44409539983275,483.65920663681294,487.8472900390625,67961000,SPY
2024-04-23,489.85839474667586,494.0659926791384,487.66185165834764,493.6364440917969,64633600,SPY
2024-04-24,494.52477110173174,495.31552414024065,491.1762707245871,493.402099609375,55928100,SPY
2024-04-25,487.3200821932215,492.28914639879576,485.6702321576898,491.5276794433594,69122400,SPY
2024-04-26,494.3197628446228,497.7658932650639,493.6852119906925,496.18438720703125,64306100,SPY
2024-04-29,497.97090591945084,498.61522873285696,495.1983842873063,497.9416198730469,46415400,SPY
2024-04-30,496.4772431240589,497.45348436502843,490.0535888671875,490.0535888671875,77483600,SPY
2024-05-01,489.46780749693494,496.11600754799895,487.99367378182563,488.4622802734375,80242800,SPY
2024-05-02,492.17203084435516,493.8707109149056,487.68131503899394,493.0311279296875,62550200,SPY
2024-05-03,499.01550940056416,500.37246932338707,496.4772760472205,499.1424255371094,72756700,SPY
2024-05-06,501.54395898532556,504.3359947534281,501.1046384911043,504.2969665527344,47264700,SPY
2024-05-07,505.2633981790086,506.2494113345479,504.1797847364997,504.8533935546875,52561300,SPY
2024-05-08,503.018083190491,505.43914245784595,502.90093900562147,504.9022216796875,42047200,SPY
2024-05-09,505.0877400464436,507.8505196720802,504.4336750443816,507.8114318847656,43643700,SPY
2024-05-10,509.4124405414531,510.22273745681827,507.2452135831723,508.46551513671875,52233200,SPY
2024-05-13,510.1445741767588,510.2519464031073,507.391566976992,508.53375244140625,36716400,SPY
2024-05-14,508.72906418826113,511.3844713761404,508.19214341702855,510.8670349121094,57535900,SPY
2024-05-15,513.336889820599,517.4859146210695,512.7023092523975,517.1930541992188,59504900,SPY
2024-05-16,517.2906967075278,518.8917465910545,515.9825072697596,516.1289672851562,50244800,SPY
2024-05-17,516.2461019816988,516.9392546781255,514.7915121402848,516.8709106445312,59187600,SPY
2024-05-20,516.9880819887991,518.930792527948,516.5975616577482,517.4664306640625,37764200,SPY
2024-05-21,516.7049957755823,518.8917666350982,516.4999636631139,518.7355346679688,33437000,SPY
2024-05-22,518.0424072439434,518.7550442398426,515.064823969773,517.2418823242188,48390000,SPY
2024-05-23,520.2976177568495,520.404990006262,512.253338882305,513.4639282226562,57211200,SPY
2024-05-24,515.3088952889863,517.6714419020187,514.3619699226733,516.8611450195312,41291100,SPY
2024-05-28,517.6714434796838,517.9057318355667,514.5864879004678,517.2223510742188,36269600,SPY
2024-05-29,513.1905812259436,514.7818595033491,512.8879487699058,513.6005859375,45190300,SPY
2024-05-30,512.0579826598375,512.7218194340663,508.94377127799896,510.1933288574219,46377600,SPY
2024-05-31,511.15017117084983,514.9672481577884,506.0443890267406,514.84033203125,90785800,SPY
2024-06-03,516.4511771729021,516.7342656913833,510.18366530067414,515.2601318359375,46835700,SPY
2024-06-04,513.9519213593795,516.5780123549347,512.4875596797398,515.8360595703125,34632700,SPY
2024-06-05,518.1596136281009,521.9864628385163,516.1680432425981,521.9669189453125,47610400,SPY
2024-06-06,522.2694966184689,522.6990451286446,520.0241537818829,521.9570922851562,30808500,SPY
2024-06-07,520.980911626184,524.1342115774243,519.8875261250549,521.3226318359375,43224500,SPY
2024-06-10,520.5122904328304,523.255525898201,519.916797584573,522.933349609375,35686100,SPY
2024-06-11,521.3811694677967,524.2513211148034,519.4091430834137,524.1927490234375,36383400,SPY
2024-06-12,528.7614679318318,531.1922987196293,527.4630505944239,528.4978637695312,63251300,SPY
2024-06-13,530.2454535391702,530.4211698122318,526.7700371068663,529.5620727539062,44760900,SPY
2024-06-14,528.0295166969851,529.9136556753566,527.0239593332395,529.8843994140625,40089900,SPY
2024-06-17,529.2008114818414,535.49757872361,528.7419471638832,534.1015014648438,55839500,SPY
2024-06-18,534.1600177999221,535.5853511597809,533.7402413056199,535.4584350585938,41376400,SPY
2024-06-20,536.385998334327,537.0498352385172,532.2272010481894,534.0039672851562,70328200,SPY
2024-06-21,533.1803062748603,534.4045446160707,531.828742363983,533.2880249023438,64338600,SPY
2024-06-24,533.111823139434,535.6778223121559,531.4370433131713,531.5545654296875,45528700,SPY
2024-06-25,532.7787868983022,533.9638712753774,531.2607431275164,533.6015014648438,37936200,SPY
2024-06-26,532.4849577215607,534.9823921713983,531.8385861304241,534.2674560546875,38550600,SPY
2024-06-27,534.1302285739343,535.6874858769653,533.3858821788883,535.109619140625,35041500,SPY
2024-06-28,535.883439640916,538.9391939081404,531.76024266257,533.0040283203125,76144500,SPY
2024-07-01,534.3849539324244,534.6298016081159,531.3390631933655,534.1009521484375,40297800,SPY
2024-07-02,532.4946896868087,537.6952514648438,532.4457321114778,537.6952514648438,40434800,SPY
2024-07-03,537.381917105902,540.457218430894,537.3427629954197,540.0948486328125,32789900,SPY
2024-07-05,540.3985036534809,543.6108745288857,539.7618756957023,543.2093505859375,41488400,SPY
2024-07-08,543.9927357696513,544.7860397915607,542.7684974779849,543.8360595703125,36110500,SPY
2024-07-09,544.7958024014986,545.6968249789537,544.0710629515506,544.3648681640625,27289700,SPY
2024-07-10,545.5891764995068,550.0943497431794,545.2953712492263,549.7515869140625,38701200,SPY
2024-07-11,549.8690290838814,550.7407010140586,544.3746624818856,545.01123046875,53054200,SPY
2024-07-12,546.1376269625789,552.0531251206323,545.667538567234,548.448974609375,53084400,SPY
2024-07-15,550.4470318184875,553.1991175344059,548.0964700225896,549.9573364257812,40584300,SPY
2024-07-16,551.2696499606263,553.5124331903285,550.51549997726,553.2186279296875,36475300,SPY
2024-07-17,547.2835666023501,548.9583463886919,545.1386983611491,545.4619140625,57119000,SPY
2024-07-18,546.9994907975359,547.9886849352189,539.0859974733345,541.27001953125,56270400,SPY
2024-07-19,541.0349619096787,542.6607838512468,536.6179005483158,537.6756591796875,65509100,SPY
2024-07-22,541.6030366708314,543.826272604696,539.6638622867013,543.2190551757812,43346700,SPY
2024-07-23,543.1113522241114,545.2660239376293,541.8773700301276,542.3670654296875,34439600,SPY
2024-07-24,537.5483785668235,537.8519873002513,529.1549928867055,530.0756225585938,74515300,SPY
2024-07-25,530.1931317534066,536.177254363603,526.3735438881854,527.313720703125,61158300,SPY
2024-07-26,531.1040855758291,535.9128682273114,530.3303285661854,533.2195434570312,53763800,SPY
2024-07-29,534.7669398202207,535.7756811771844,531.5349026238763,533.5328979492188,39515800,SPY
2024-07-30,535.001925487195,536.0596840862061,527.4214517116767,530.8297119140625,46853600,SPY
2024-07-31,537.6658283608423,542.0926929678205,536.2947173976487,539.4581298828125,65663400,SPY
2024-08-01,541.182004821608,543.4345918031046,528.3127948091756,531.8190307617188,76428700,SPY
2024-08-02,524.7085981454201,525.9230331199286,517.7059303208597,521.9173583984375,82789100,SPY
2024-08-05,501.0954398761734,512.7893664733926,499.75364959699385,506.7171325683594,146267400,SPY
2024-08-06,508.5192787931633,518.832292941033,507.19712508166475,511.3889465332031,84826300,SPY
2024-08-07,517.5786158200011,520.6343700428232,507.3733806496258,507.9707946777344,70698300,SPY
2024-08-08,513.1124804789883,520.3403875727178,511.08519462973396,519.713623046875,63276600,SPY
2024-08-09,518.8909769209239,523.4941251002426,517.6667385635127,522.0054321289062,45619600,SPY
2024-08-12,523.2003538167259,524.6889871074426,520.0075304089534,522.2797241210938,42542100,SPY
2024-08-13,525.4725041133277,531.1040004577378,525.2276564461794,530.868896484375,52333100,SPY
2024-08-14,531.6622256176499,533.728785456597,528.9885080949739,532.543701171875,42446900,SPY
2024-08-15,538.1751988274788,541.9556326474029,537.5679813653051,541.671630859375,60846800,SPY
2024-08-16,540.0555939415091,543.5814362683599,539.8989177341498,542.8860473632812,44430700,SPY
2024-08-19,543.2973511166235,548.0767822265625,542.4452860411917,548.0767822265625,39121800,SPY
2024-08-20,547.6263456901657,549.2815184001456,545.8438474042439,547.1856079101562,33732300,SPY
2024-08-21,548.2335818085938,550.5253226989936,543.2974141481618,549.0660400390625,41514600,SPY
2024-08-22,550.9660160166799,551.5732334533072,543.5422179587766,544.7566528320312,56121500,SPY
2024-08-23,547.9984691071246,551.4850973665338,545.8045838781815,550.5448608398438,50639400,SPY
2024-08-26,551.5732410031779,552.2881770773529,547.528352675827,549.2324829101562,35788600,SPY
2024-08-27,547.9592873998898,550.476328645617,546.8134170306081,549.9866333007812,32693900,SPY
2024-08-28,549.6438836929623,550.0748179978751,543.6009999526875,546.7938232421875,41066000,SPY
2024-08-29,548.7623394799141,552.0628809883677,545.6968421488655,546.8427124023438,38715200,SPY
2024-08-30,549.2130481304979,552.572351707579,545.6578544200986,552.0630493164062,62700100,SPY
2024-09-03,548.9191307501956,549.25214992284,538.1850458833093,540.7020874023438,60600100,SPY
2024-09-04,538.8607329114091,543.0035361193702,538.1359934145067,539.5952758789062,47224900,SPY
2024-09-05,539.5365467142444,542.3865472945482,535.8246177750381,538.2828979492188,44264300,SPY
2024-09-06,538.60608979078,540.231851947678,528.3224880929642,529.2235107421875,68493800,SPY
2024-09-09,533.4251872668898,536.4221205223048,531.4957564364314,535.1488647460938,40445800,SPY
2024-09-10,537.0587275255268,537.8324845189911,532.1813804449696,537.4798583984375,36394600,SPY
2024-09-11,537.3916883108078,543.9144040618945,528.8318231688719,542.9937744140625,75248600,SPY
2024-09-12,543.5715745845557,547.8711135710835,541.3483388424467,547.5675048828125,51819600,SPY
2024-09-13,548.1748423305235,551.4264269369157,547.9201911599521,550.4274291992188,39310500,SPY
2024-09-16,550.1628688432331,551.5046291897925,548.3608236054457,551.240234375,36656100,SPY
2024-09-17,553.4536471249235,554.9031859740162,549.2324757022386,551.4655151367188,49321000,SPY
2024-09-18,552.1217580784818,556.969754476821,549.2717571625421,549.8300170898438,59044900,SPY
2024-09-19,559.2419348303403,561.0733907935877,556.3723270388496,559.2125244140625,75315500,SPY
2024-09-20,557.8430941207945,559.2871857073619,555.2200568119598,558.245849609375,77503100,SPY
2024-09-23,559.3167220049795,560.2892833331648,558.0985019985221,559.640869140625,44116900,SPY
2024-09-24,560.4365555490466,561.3010677532865,557.6072537825559,561.2421264648438,46805700,SPY
2024-09-25,561.0850037974096,561.8217999280521,558.8942225290759,560.0043334960938,38428600,SPY
2024-09-26,564.2678851150425,564.5920921622151,559.866775948692,562.2244873046875,48336000,SPY
2024-09-27,563.295359810012,564.1107043094071,560.3776161208616,561.4091186523438,42100900,SPY
2024-09-30,560.3776493545987,564.2679545173111,558.0788790007499,563.6588745117188,63557400,SPY
2024-10-01,563.3051897855821,563.9535439565005,556.035444442894,558.6093139648438,72668800,SPY
2024-10-02,557.7154356390834,559.8668828892402,555.3183896615599,558.8451538085938,38097800,SPY
2024-10-03,557.3714411111998,559.7684865712154,555.5343678239607,557.8233642578125,40846500,SPY
2024-10-04,562.2735426407796,563.2657708110322,558.0983654622065,562.8924560546875,42939100,SPY
2024-10-07,561.2420924631317,561.8905065573382,556.6543259021896,557.8037109375,49964700,SPY
2024-10-08,560.377637870892,563.67853004462,559.5033520489247,563.0792236328125,37398700,SPY
2024-10-09,563.0693372819003,567.5392812736217,562.4700908869163,566.9793090820312,37912200,SPY
2024-10-10,565.6334128471475,567.411544847049,564.375918856187,565.987060546875,44138100,SPY
2024-10-11,565.9084606662699,570.1131388058892,565.7709110163313,569.3763427734375,42268000,SPY
2024-10-14,570.9874990099419,574.966246072679,570.5061351329805,574.032958984375,36217200,SPY
2024-10-15,574.2982540251211,574.6027940420114,568.3547169835323,569.5729370117188,54203600,SPY
2024-10-16,569.5729286407808,572.5692210133667,568.7673576490918,572.0485229492188,30725400,SPY
2024-10-17,575.594918349773,575.801242846272,571.9109378019983,572.0975952148438,34393700,SPY
2024-10-18,573.7873532764656,575.0841216421944,572.3235945792737,574.2982177734375,37416800,SPY
2024-10-21,573.5711395635755,574.5535342943244,570.378356688641,573.3550415039062,36439000,SPY
2024-10-22,570.8204209471064,574.2096946097226,570.1622332957213,573.0504760742188,34183800,SPY
2024-10-23,571.0267196890029,571.4688092704015,564.3071139493308,567.8142700195312,49314600,SPY
2024-10-24,569.7693209618997,569.8479293354313,566.4193810527883,569.0423583984375,34979900,SPY
2024-10-25,571.2723713678375,574.1704478252901,567.9027646254573,568.8458251953125,47268200,SPY
2024-10-28,572.3234997428319,572.4512158459117,570.2997691348281,570.6043090820312,30174700,SPY
2024-10-29,569.6415300427301,572.6476553589258,568.2465463889694,571.5277709960938,42899700,SPY
2024-10-30,571.0562623128328,573.0505525749719,569.0914726763393,569.798828125,41435800,SPY
2024-10-31,565.4271221936206,565.4958970216722,558.4324763422399,558.6289672851562,60182500,SPY
2024-11-01,561.2618547208896,565.4173659105694,560.5741663070255,560.9867553710938,45667500,SPY
2024-11-04,561.1241962515347,562.4209644478059,557.892139281839,559.7783203125,38217000,SPY
2024-11-05,560.6919638738422,566.586332309216,560.4758658123077,566.5470581054688,39478300,SPY
2024-11-06,578.8270705681771,581.5089893813079,575.0841485043231,580.6346435546875,68182000,SPY
2024-11-07,582.6387178727699,586.145874462509,582.5601095007273,585.1241455078125,47233200,SPY
2024-11-08,585.6742957423695,589.0832369047557,585.6742957423695,587.6587524414062,46444900,SPY
2024-11-11,589.2501914582232,589.6038391769904,586.4896646144927,588.2186889648438,37586800,SPY
2024-11-12,588.1400498376755,588.739296212128,583.9059310932324,586.3914184570312,43006100,SPY
2024-11-13,586.853093374815,588.6803330522652,584.4855486263699,586.67626953125,47388600,SPY
2024-11-14,586.804069200042,587.2854330583992,582.2163022724781,582.9039306640625,38904100,SPY
2024-11-15,579.337884096854,579.809474415934,573.5810644484284,575.4378051757812,75988800,SPY
2024-11-18,575.8994574754852,579.1119076957027,575.0350052053479,577.7955322265625,37001700,SPY
2024-11-19,574.4161003090796,580.6346163861505,573.7480790226593,579.9076538085938,49412000,SPY
2024-11-20,579.9862433981077,580.3889988810581,574.3374733314436,580.1041259765625,50032600,SPY
2024-11-21,582.9531169226577,584.6428072515256,577.1078556838472,583.2183227539062,46750300,SPY
2024-11-22,583.2084735757152,585.654687007179,582.7075025920674,585.0259399414062,38226400,SPY
2024-11-25,588.9653319760873,590.281707390563,584.7213793724078,587.0103759765625,42441400,SPY
2024-11-26,588.2579731618996,590.7434606979054,587.5408441710033,590.075439453125,45621300,SPY
2024-11-27,589.8887838542881,590.2718722436573,586.7647756879834,588.2874755859375,34000200,SPY
2024-11-29,589.1028810382705,592.7279205050064,588.8278416543462,591.9420166015625,30177400,SPY
2024-12-02,592.354515594293,593.6807844427898,591.8633182342458,593.0029296875,31746000,SPY
2024-12-03,592.7672106157903,593.5236138358292,591.73570807165,593.2780151367188,26906600,SPY
2024-12-04,594.9677449089698,597.2075737883222,594.2997236656325,596.9619750976562,42787600,SPY
2024-12-05,596.961947940629,597.7675188046404,595.6259055147337,595.9795532226562,28762200,SPY
