Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,MA5,MA20,RSI,MACD,Volatility
2015-02-02,26.122171630877833,26.370004785647765,25.68624864341562,26.250513076782227,250956400,AAPL,0.012547117721560364,25.630482482910157,24.585707569122313,66.03968422417961,0.4505019534773105,0.02381339573889171
2015-02-03,26.221747609729693,26.352302335998324,26.02480803700248,26.254940032958984,207662800,AAPL,0.000168642653338269,26.051358795166017,24.722901344299316,64.8992524216469,0.5020655412836064,0.02258753461934937
2015-02-04,26.221749575393172,26.666524028239085,26.17970572360188,26.45630645751953,280598800,AAPL,0.007669658521701539,26.239448165893556,24.870052814483643,66.9561719768763,0.5528062374924154,0.022550751637324257
2015-02-05,26.66290308386443,26.70955688169325,26.4918453731228,26.645132064819336,168984800,AAPL,0.007137262625945162,26.306423568725585,25.010160636901855,75.50017156131142,0.6013235694349994,0.022476745323277515
2015-02-06,26.662908024891667,26.714004163225805,26.314126499870483,26.42076110839844,174826400,AAPL,-0.008420710990475477,26.405530548095705,25.093244743347167,74.98274464939605,0.6145844960067528,0.0213097836554742
2015-02-09,26.336342353208384,26.622919358205184,26.30968327825307,26.596261978149418,155559200,AAPL,0.006642536489805728,26.47468032836914,25.183775997161867,73.03676692793842,0.6319703683037119,0.021313241241902228
2015-02-10,26.696227782593457,27.13609315192371,26.694007464418103,27.10721206665039,248034000,AAPL,0.019211349659615795,26.645134735107423,25.330391883850098,74.54854919813059,0.679149387923303,0.02047859054430188
2015-02-11,27.2738261399612,27.751457234046462,27.213845349029228,27.742570877075195,294247200,AAPL,0.023438736852118947,26.902387619018555,25.49804334640503,74.56902420111825,0.7590573068281152,0.020844165079476527
2015-02-12,28.004716451194582,28.3201762363106,27.895861528916974,28.093578338623047,297898000,AAPL,0.012652304759466437,27.192076873779296,25.68789186477661,75.50273366343612,0.8410135957023321,0.020733436340673084
2015-02-13,28.275741890345778,28.275741890345778,27.913631723299513,28.231311798095703,217088800,AAPL,0.0049026670014229445,27.55418701171875,25.91759786605835,75.94377237168423,0.9066274473343405,0.01908951772595778
2015-02-17,28.32239504441379,28.631190468113697,28.195767412422946,28.39792823791504,252609600,AAPL,0.0059018313074128415,27.914520263671875,26.164818286895752,88.85142856544685,0.9609937143554426,0.018694622292276593
2015-02-18,28.35349920043488,28.6089765023717,28.31351143408913,28.59564781188965,179566800,AAPL,0.006962464737502394,28.212207412719728,26.391719818115234,85.82325582220871,1.0084093743117677,0.018317529165689152
2015-02-19,28.542326041783863,28.66451133871163,28.50900431980301,28.535661697387695,149449600,AAPL,-0.002097735812685908,28.370825576782227,26.606438827514648,81.21906867823725,1.0292813338123032,0.01847965870440264
2015-02-20,28.57343391582737,28.768930435180664,28.44680795382774,28.768930435180664,195793600,AAPL,0.008174639167884523,28.50589599609375,26.801288318634032,91.66699271696793,1.0525126391843855,0.018006490356123984
2015-02-23,28.88445106110666,29.54646873474121,28.804475521420645,29.54646873474121,283896400,AAPL,0.027027014483990586,28.768927383422852,27.02859764099121,92.64213799230093,1.1207452055897456,0.018516365711712897
2015-02-24,29.533133311671225,29.679755665976195,29.139920048689255,29.36207389831543,276912400,AAPL,-0.0062408417764309165,28.96175651550293,27.245359897613525,88.4105340347221,1.1467221842769035,0.01874242191329626
2015-02-25,29.22656565884979,29.23545371286905,28.469020069179415,28.61119842529297,298846800,AAPL,-0.02557297129701519,28.964866638183594,27.46839189529419,73.45258102443856,1.0941075607932333,0.01768637616311081
2015-02-26,28.611200421862183,29.073280958926343,28.12690652779856,28.973312377929688,365150000,AAPL,0.012656371370889596,29.052396774291992,27.641264533996583,74.41753560399266,1.0693033983221376,0.01370932945673801
2015-02-27,28.879999180401377,29.006628496218763,28.4890096425942,28.53788375854492,248059200,AAPL,-0.015028610250185093,29.006187438964844,27.75264596939087,71.26268694227636,1.002949097422956,0.013214188354325293
2015-03-02,28.71338852765152,28.942206749183107,28.502343023009654,28.67784309387207,192386800,AAPL,0.00490433476116614,28.832462310791016,27.89027681350708,71.05605568911024,0.9506973374576937,0.012452280021427026
2015-03-03,28.64896710108417,28.773372736921615,28.455690912023037,28.73782730102539,151265200,AAPL,0.0020916568570716887,28.707612991333008,28.01464252471924,68.15027340734592,0.9037102561471961,0.012343581417593097
2015-03-04,28.680059698473336,28.782248558029625,28.50677998896633,28.55565071105957,126665200,AAPL,-0.00633926107417726,28.69650344848633,28.12967805862427,60.06585136406396,0.8420657179591089,0.012550836499450766
2015-03-05,28.56455116454907,28.602316923808417,27.938077183994466,28.08247756958008,226068400,AAPL,-0.016570210438112354,28.518336486816406,28.210986614227295,49.86660835939288,0.7464265189990336,0.013351494269765927
2015-03-06,28.524555513955516,28.740045038751425,28.049148063282413,28.124679565429688,291368400,AAPL,0.0015027874853648093,28.43569564819336,28.28496398925781,48.68855150929409,0.6663557785254497,0.013320601864995268
2015-03-09,28.42681027882651,28.784479856085543,27.78256368790519,28.244644165039062,354114000,AAPL,0.004265456583435467,28.34905586242676,28.376158142089842,48.0929055088251,0.6055983199634163,0.013058133832855586
2015-03-10,28.082474047098263,28.262418155621695,27.502652258634235,27.660381317138672,275426400,AAPL,-0.02068579248109581,28.133566665649415,28.429364109039305,39.384827470351716,0.5044870546482478,0.014092506253595732
2015-03-11,27.713692602364425,27.718134933579027,27.127206577874272,27.156085968017575,275756000,AAPL,-0.018231684637284085,27.853653717041016,28.431807804107667,35.776508127288224,0.3792909977945307,0.014180595556162752
2015-03-12,27.17163979527501,27.747019210467062,27.02057509311064,27.647048950195312,193450800,AAPL,0.018079298421575185,27.766567993164063,28.42703170776367,39.01695215282596,0.31604565270913554,0.013762529272123661
2015-03-13,27.635947103719044,27.858101016618875,27.231627050037343,27.45600128173828,207309200,AAPL,-0.006910237284318943,27.632832336425782,28.395152854919434,26.87966490916682,0.24765252670880145,0.013502538542220187
2015-03-16,27.52042640574561,27.75813102722168,27.296052171713903,27.75813102722168,143497200,AAPL,0.011004142314210652,27.535529708862306,28.371493816375732,32.71082875881497,0.21534743587292837,0.013711667159972065
2015-03-17,27.969175876729444,28.284634002627097,27.91363740266719,28.222431182861328,204092400,AAPL,0.01672663606870084,27.647939682006836,28.362718963623045,45.533465807541916,0.22462126674059846,0.014193456313014436
2015-03-18,28.213537498470796,28.693390603335025,28.073581190335037,28.540103912353516,261083600,AAPL,0.011256036995320962,27.924743270874025,28.35994176864624,44.97153296888686,0.25466871644837497,0.014339436413093059
2015-03-19,28.602311639224784,28.713388577629537,28.302404244511855,28.32461929321289,183238000,AAPL,-0.007550239473632536,28.060257339477538,28.3493896484375,47.39133437357687,0.2581183018270252,0.014432956513761653
2015-03-20,28.491234702958103,28.524556428562377,27.804780037116988,27.969173431396484,274780400,AAPL,-0.012549007566063808,28.16289176940918,28.30940179824829,41.76559629266001,0.22952479368161605,0.014538147841556565
2015-03-23,28.24020746085773,28.402378876416456,28.10691375038762,28.26020050048828,150838800,AAPL,0.010405279577018423,28.2633056640625,28.245088386535645,44.73300078495776,0.22772263989203267,0.013251221130992282
2015-03-24,28.26463184776562,28.444574208412945,28.11578749716998,28.14466857910156,131369200,AAPL,-0.004088149388208562,28.247753143310547,28.18421812057495,45.400312604466514,0.21449934459137054,0.013224869349253482
2015-03-25,28.111348802168397,28.17355160991336,27.40934181213379,27.40934181213379,206620800,AAPL,-0.02612668061452239,28.0216007232666,28.124125289916993,42.88387995165543,0.1430362304570565,0.013277221321883165
2015-03-26,27.27161409154305,27.742579289537534,27.236068652879418,27.600400924682617,190291600,AAPL,0.0069705837468978515,27.876757049560545,28.055479717254638,44.62665355615982,0.10065775137615418,0.013003598403392354
2015-03-27,27.67370566747833,27.70258505848325,27.304931149287167,27.380462646484375,158184800,AAPL,-0.007968662440753005,27.759014892578126,27.99760866165161,41.320838569283126,0.04876320852058669,0.012734161945831156
2015-03-30,27.55819046558957,28.080251763054054,27.54708209323727,28.07358741760254,188398800,AAPL,0.025314574850953564,27.721692276000976,27.967395877838136,54.061115724711165,0.0628413893523394,0.014064187026248655
2015-03-31,28.01138128639751,28.100243175381227,27.62705603177481,27.642606735229492,168362400,AAPL,-0.015351820768827573,27.621279907226562,27.91263484954834,54.851591811767925,0.03877493654572106,0.014401149443461339
2015-04-01,27.72924681302508,27.79589365397358,27.347141874039412,27.602619171142575,162485600,AAPL,-0.0014465916499819542,27.65993537902832,27.86498327255249,49.51315774073755,0.01628768280658832,0.014362243045972537
2015-04-02,27.77589957273979,27.89364085892032,27.589291125563008,27.84032440185547,128880400,AAPL,0.008611691131159338,27.70792007446289,27.85287561416626,54.168621716653874,0.017446090072890996,0.014081634881705813
2015-04-06,27.651497175632738,28.32684525874695,27.620395764132063,28.29129981994629,148776000,AAPL,0.016198640920317864,27.890087509155272,27.86120662689209,55.60220710133169,0.054130105299343256,0.014558137820173343
2015-04-07,28.355724453744553,28.46235737958407,27.98694985077485,27.993614196777344,140049200,AAPL,-0.010522161408754616,27.874092864990235,27.848655128479002,47.50849635846616,0.05850727429463376,0.014725833313394693
2015-04-08,27.958063414057815,28.080248717080543,27.762568624120924,27.902524948120117,149316800,AAPL,-0.0032539295575386706,27.92607650756836,27.860762310028075,42.69729589676617,0.054003551827751295,0.01395408109447675
2015-04-09,27.95806797722784,28.120241069990733,27.69370598874825,28.11579704284668,129936000,AAPL,0.007643469367847766,28.02871208190918,27.90874786376953,47.606978129848265,0.06687272780108344,0.013307732591648545
2015-04-10,27.98028052660932,28.26019489016697,27.826995501839317,28.23575782775879,160752000,AAPL,0.00426666847570778,28.107798767089843,27.938183307647705,53.229240071438966,0.08576285446490672,0.012767063651349511
2015-04-13,28.517894736045996,28.56232822738355,28.126905096791532,28.180221557617188,145460400,AAPL,-0.001966877265359046,28.085583114624022,27.97439432144165,48.97256716096089,0.09515521301398167,0.012650501994864793
2015-04-14,28.21353617655832,28.27796099011317,27.971389317413493,28.058029174804688,102098400,AAPL,-0.0043361044043839225,28.09846611022949,27.9893892288208,48.888906283021726,0.09168196808574791,0.012500340829797464
2015-04-15,28.082478890175462,28.24242829483675,27.993616979874776,28.164674758911133,115881600,AAPL,0.0038008936209321664,28.150896072387695,27.98650140762329,61.54889291467724,0.09642329608396238,0.011945131391569969
2015-04-16,28.05358706751612,28.235753151270146,28.01582132092183,28.029150009155273,113476000,AAPL,-0.004811869865920637,28.133566665649415,27.96095371246338,56.668739386704274,0.08822807962244994,0.01168325711020282
2015-04-17,27.891419301645175,28.0224892725456,27.649270699868765,27.713695526123047,207828000,AAPL,-0.011254514779405977,28.029154205322264,27.930407524108887,55.03352417566713,0.05563741759878127,0.011823782606859384
2015-04-20,27.8958620865322,28.46235345227572,27.80700019732746,28.346834182739254,188217200,AAPL,0.022845695768700658,28.06247673034668,27.949290561676026,54.20360396100026,0.07997616591316614,0.012629284206904323
2015-04-21,28.457909922579297,28.480123273997965,28.1402281501234,28.193546295166016,129740400,AAPL,-0.00540758402102548,28.089580154418947,27.94595785140991,59.267413276113096,0.08590548292385947,0.012486953571484005
2015-04-22,28.21132456644598,28.62897330723183,28.06248185346856,28.57343482971191,150618000,AAPL,0.013474308289164405,28.171332168579102,27.96739616394043,64.6544541177189,0.1198764778342003,0.012801168718660888
2015-04-23,28.502340516861693,28.973305608731454,28.466795086207675,28.806690216064453,183083600,AAPL,0.008163365298665237,28.326840209960938,28.037263584136962,64.60690677946559,0.1637330832669015,0.011195817716922272
2015-04-24,28.98885732208639,29.019958725725385,28.70894129953666,28.942203521728516,178103600,AAPL,0.004704230324540815,28.572541809082033,28.10435371398926,60.87578390760935,0.20703794571567258,0.011160116563278309
2015-04-27,29.393178442287084,29.575346245548285,29.135479135634252,29.46870994567871,387816800,AAPL,0.018191649559609946,28.796916961669922,28.208766078948976,72.8962129138342,0.2806073624141199,0.011406887572215174
2015-04-28,29.870809984413903,29.888579310474817,28.784477727247477,29.00440788269043,475696000,AAPL,-0.01575576480423324,28.959089279174805,28.255307102203368,65.32743764798028,0.2980110728948766,0.011009016114045964
