Date,Ticker,Close,Strategy,Short_Window,Long_Window,Raw_Signal,Position,Trade_Shares,Shares,Cash,Portfolio_Value,Daily_Return,Cumulative_Return
2015-03-19,AAPL,28.32461929321289,MovingAverage,5,20,0,0,0,0,105351.92041015625,105351.92041015625,0.0,0.05351920410156241
2015-03-20,AAPL,27.969173431396484,MovingAverage,5,20,0,0,0,0,105351.92041015625,105351.92041015625,0.0,0.05351920410156241
2015-03-23,AAPL,28.26020050048828,MovingAverage,5,20,1,0,0,0,105351.92041015625,105351.92041015625,0.0,0.05351920410156241
2015-03-24,AAPL,28.14466857910156,MovingAverage,5,20,1,1,3743,3743,6.425918579116114,105351.92041015625,0.0,0.05351920410156241
2015-03-25,AAPL,27.40934181213379,MovingAverage,5,20,0,1,0,3743,6.425918579116114,102599.59232139589,-0.026125087023046167,0.025995923213958827
2015-03-26,AAPL,27.600400924682617,MovingAverage,5,20,0,0,-3743,0,103314.72657966615,103314.72657966615,0.006970147172028485,0.03314726579666161
2015-03-27,AAPL,27.380462646484375,MovingAverage,5,20,0,0,0,0,103314.72657966615,103314.72657966615,0.0,0.03314726579666161
2015-03-30,AAPL,28.07358741760254,MovingAverage,5,20,0,0,0,0,103314.72657966615,103314.72657966615,0.0,0.03314726579666161
2015-03-31,AAPL,27.642606735229492,MovingAverage,5,20,0,0,0,0,103314.72657966615,103314.72657966615,0.0,0.03314726579666161
2015-04-01,AAPL,27.602619171142575,MovingAverage,5,20,0,0,0,0,103314.72657966615,103314.72657966615,0.0,0.03314726579666161
2015-04-02,AAPL,27.84032440185547,MovingAverage,5,20,0,0,0,0,103314.72657966615,103314.72657966615,0.0,0.03314726579666161
2015-04-06,AAPL,28.29129981994629,MovingAverage,5,20,1,0,0,0,103314.72657966615,103314.72657966615,0.0,0.03314726579666161
2015-04-07,AAPL,27.993614196777344,MovingAverage,5,20,1,1,3690,3690,18.29019355775381,103314.72657966615,0.0,0.03314726579666161
2015-04-08,AAPL,27.902524948120117,MovingAverage,5,20,1,1,0,3690,18.29019355775381,102978.60725212099,-0.003253353502184253,0.029786072521209794
2015-04-09,AAPL,28.11579704284668,MovingAverage,5,20,1,1,0,3690,18.29019355775381,103765.581281662,0.0076421117991456455,0.037655812816620005
2015-04-10,AAPL,28.23575782775879,MovingAverage,5,20,1,1,0,3690,18.29019355775381,104208.23657798769,0.004265916413306092,0.042082365779876785
2015-04-13,AAPL,28.180221557617188,MovingAverage,5,20,1,1,0,3690,18.29019355775381,104003.30774116518,-0.0019665320472930237,0.04003307741165174
2015-04-14,AAPL,28.058029174804688,MovingAverage,5,20,1,1,0,3690,18.29019355775381,103552.41784858705,-0.0043353418498982554,0.03552417848587042
2015-04-15,AAPL,28.164674758911133,MovingAverage,5,20,1,1,0,3690,18.29019355775381,103945.94005393983,0.003800222279002563,0.03945940053939845
2015-04-16,AAPL,28.029150009155273,MovingAverage,5,20,1,1,0,3690,18.29019355775381,103445.85372734071,-0.004811023175504636,0.0344585372734072
2015-04-17,AAPL,27.713695526123047,MovingAverage,5,20,1,1,0,3690,18.29019355775381,102281.8266849518,-0.011252524876028569,0.022818266849518043
2015-04-20,AAPL,28.346834182739254,MovingAverage,5,20,1,1,0,3690,18.29019355775381,104618.1083278656,0.022841610466246554,0.046181083278656
2015-04-21,AAPL,28.193546295166016,MovingAverage,5,20,1,1,0,3690,18.29019355775381,104052.47602272035,-0.005406638622948545,0.040524760227203416
2015-04-22,AAPL,28.57343482971191,MovingAverage,5,20,1,1,0,3690,18.29019355775381,105454.2647151947,0.013471939794765353,0.05454264715194701
2015-04-23,AAPL,28.806690216064453,MovingAverage,5,20,1,1,0,3690,18.29019355775381,106314.97709083559,0.008161949428650006,0.06314977090835594
2015-04-24,AAPL,28.942203521728516,MovingAverage,5,20,1,1,0,3690,18.29019355775381,106815.02118873598,0.004703421019158549,0.06815021188735981
