Date,Ticker,Close,Strategy,Short_Window,Long_Window,Raw_Signal,Position,Trade_Shares,Shares,Cash,Portfolio_Value,Daily_Return,Cumulative_Return
2022-06-09,AAPL,139.83297729492188,MovingAverage,5,20,1,1,0,3209,6.807147979619913,448730.8312873839,-0.03595509913057471,3.4873083128738394
2022-06-10,AAPL,134.43141174316406,MovingAverage,5,20,0,1,0,3209,6.807147979619913,431397.2074317931,-0.038628109875716854,3.313972074317931
2022-06-13,AAPL,129.2847137451172,MovingAverage,5,20,0,0,-3209,0,414881.4535560607,414881.4535560607,-0.03828433191316771,3.1488145355606063
2022-06-14,AAPL,130.14739990234375,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-15,AAPL,132.76487731933594,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-16,AAPL,127.50055694580078,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-17,AAPL,128.97100830078125,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-21,AAPL,133.19618225097656,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-22,AAPL,132.68641662597656,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-23,AAPL,135.54896545410156,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-24,AAPL,138.8722686767578,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-27,AAPL,138.8722686767578,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-28,AAPL,134.73529052734375,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-29,AAPL,136.49008178710938,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-06-30,AAPL,134.0294647216797,MovingAverage,5,20,0,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-07-01,AAPL,136.19598388671875,MovingAverage,5,20,1,0,0,0,414881.4535560607,414881.4535560607,0.0,3.1488145355606063
2022-07-05,AAPL,138.77423095703125,MovingAverage,5,20,1,1,2989,2989,85.27722549426835,414881.4535560607,0.0,3.1488145355606063
2022-07-06,AAPL,140.10743713378906,MovingAverage,5,20,1,1,0,2989,85.27722549426835,418866.4068183898,0.009605040736752724,3.188664068183898
2022-07-07,AAPL,143.469970703125,MovingAverage,5,20,1,1,0,2989,85.27722549426835,428917.0196571349,0.023994793268544035,3.289170196571349
2022-07-08,AAPL,144.14639282226562,MovingAverage,5,20,1,1,0,2989,85.27722549426835,430938.8453712462,0.0047137922289199885,3.3093884537124625
2022-07-11,AAPL,142.01905822753906,MovingAverage,5,20,1,1,0,2989,85.27722549426835,424580.2422676085,-0.01475523307294302,3.2458024226760855
2022-07-12,AAPL,142.9896240234375,MovingAverage,5,20,1,1,0,2989,85.27722549426835,427481.26343154896,0.006832680551611681,3.2748126343154897
2022-07-13,AAPL,142.6269073486328,MovingAverage,5,20,1,1,0,2989,85.27722549426835,426397.10329055774,-0.002536158268758415,3.2639710329055776
2022-07-14,AAPL,145.54824829101562,MovingAverage,5,20,1,1,0,2989,85.27722549426835,435128.99136734,0.020478300648379744,3.3512899136733996
2022-07-15,AAPL,147.2147674560547,MovingAverage,5,20,1,1,0,2989,85.27722549426835,440110.21715164173,0.011447699149277124,3.401102171516417
2022-07-18,AAPL,144.17578125,MovingAverage,5,20,1,1,0,2989,85.27722549426835,431026.68738174427,-0.020639215850714265,3.310266873817443
2022-07-19,AAPL,148.02842712402344,MovingAverage,5,20,1,1,0,2989,85.27722549426835,442542.2458992003,0.026716578937157953,3.425422458992003
2022-07-20,AAPL,150.0283203125,MovingAverage,5,20,1,1,0,2989,85.27722549426835,448519.92663955677,0.013507593446158817,3.4851992663955675
2022-07-21,AAPL,152.29287719726562,MovingAverage,5,20,1,1,0,2989,85.27722549426835,455288.6871681212,0.01509132621883258,3.5528868716812125
2022-07-22,AAPL,151.05763244628906,MovingAverage,5,20,1,1,0,2989,85.27722549426835,451596.5406074523,-0.008109462555799363,3.515965406074523
2022-07-25,AAPL,149.94007873535156,MovingAverage,5,20,1,1,0,2989,85.27722549426835,448256.1725654601,-0.007396797232988028,3.482561725654601
2022-07-26,AAPL,148.61663818359375,MovingAverage,5,20,1,1,0,2989,85.27722549426835,444300.408756256,-0.008824783798434876,3.44300408756256
2022-07-27,AAPL,153.7045440673828,MovingAverage,5,20,1,1,0,2989,85.27722549426835,459508.1594429015,0.034228531837765086,3.595081594429015
2022-07-28,AAPL,154.25350952148438,MovingAverage,5,20,1,1,0,2989,85.27722549426835,461149.01718521107,0.0035709001213359848,3.611490171852111
2022-07-29,AAPL,159.3119354248047,MovingAverage,5,20,1,1,0,2989,85.27722549426835,476268.6522102355,0.03278687465781127,3.7626865221023547
2022-08-01,AAPL,158.33163452148438,MovingAverage,5,20,1,1,0,2989,85.27722549426835,473338.53281021107,-0.006152240728896419,3.733385328102111
2022-08-02,AAPL,156.86114501953125,MovingAverage,5,20,1,1,0,2989,85.27722549426835,468943.2396888732,-0.009285728536071236,3.6894323968887317
2022-08-03,AAPL,162.86074829101562,MovingAverage,5,20,1,1,0,2989,85.27722549426835,486876.05386734,0.03824090563788607,3.8687605386734
2022-08-04,AAPL,162.5469970703125,MovingAverage,5,20,1,1,0,2989,85.27722549426835,485938.25146865833,-0.0019261625032336305,3.859382514686583
2022-08-05,AAPL,162.32122802734375,MovingAverage,5,20,1,1,0,2989,85.27722549426835,485263.42779922474,-0.0013887025098231476,3.852634277992247
2022-08-08,AAPL,161.85000610351562,MovingAverage,5,20,1,1,0,2989,85.27722549426835,483854.9454689025,-0.002902510779990264,3.8385494546890246
2022-08-09,AAPL,161.8990936279297,MovingAverage,5,20,1,1,0,2989,85.27722549426835,484001.6680793761,0.00030323676929966403,3.8400166807937612
2022-08-10,AAPL,166.1399688720703,MovingAverage,5,20,1,1,0,2989,85.27722549426835,496677.64418411243,0.026189943012050687,3.966776441841124
2022-08-11,AAPL,165.40370178222656,MovingAverage,5,20,1,1,0,2989,85.27722549426835,494476.94185256946,-0.00443084635942903,3.944769418525695
2022-08-12,AAPL,168.9475860595703,MovingAverage,5,20,1,1,0,2989,85.27722549426835,505069.61195754993,0.021421969779409356,4.050696119575499
2022-08-15,AAPL,170.0176239013672,MovingAverage,5,20,1,1,0,2989,85.27722549426835,508267.9550666808,0.0063324797877557515,4.082679550666808
2022-08-16,AAPL,169.86053466796875,MovingAverage,5,20,1,1,0,2989,85.27722549426835,507798.41534805286,-0.0009238035055079141,4.077984153480529
2022-08-17,AAPL,171.35272216796875,MovingAverage,5,20,1,1,0,2989,85.27722549426835,512258.56378555286,0.008783305151598197,4.122585637855528
2022-08-18,AAPL,170.9600372314453,MovingAverage,5,20,1,1,0,2989,85.27722549426835,511084.8285102843,-0.0022912945888005076,4.110848285102843
2022-08-19,AAPL,168.3782196044922,MovingAverage,5,20,1,1,0,2989,85.27722549426835,503367.7756233214,-0.015099358181804412,4.033677756233214
2022-08-22,AAPL,164.5005340576172,MovingAverage,5,20,1,1,0,2989,85.27722549426835,491777.37352371204,-0.02302571332711345,3.9177737352371205
2022-08-23,AAPL,164.16676330566406,MovingAverage,5,20,1,1,0,2989,85.27722549426835,490779.73274612415,-0.002028643104174388,3.9077973274612416
2022-08-24,AAPL,164.46127319335938,MovingAverage,5,20,1,1,0,2989,85.27722549426835,491660.02280044544,0.0017936560855837946,3.9166002280044543
2022-08-25,AAPL,166.91552734375,MovingAverage,5,20,1,1,0,2989,85.27722549426835,498995.788455963,0.014920402951889011,3.9899578845596304
2022-08-26,AAPL,160.62294006347656,MovingAverage,5,20,0,1,0,2989,85.27722549426835,480187.2450752257,-0.0376927898308248,3.801872450752257
2022-08-29,AAPL,158.42393493652344,MovingAverage,5,20,0,0,-2989,0,473614.4187507628,473614.4187507628,-0.013688048551629528,3.7361441875076284
2022-08-30,AAPL,155.99920654296875,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-08-31,AAPL,154.3401336669922,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-01,AAPL,155.06663513183594,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-02,AAPL,152.9559783935547,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-06,AAPL,151.69944763183594,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-07,AAPL,153.1032257080078,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-08,AAPL,151.63072204589844,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-09,AAPL,154.48739624023438,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-12,AAPL,160.43637084960938,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-13,AAPL,151.0220489501953,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-14,AAPL,152.46510314941406,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-15,AAPL,149.5789794921875,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-16,AAPL,147.93955993652344,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-19,AAPL,151.6503143310547,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-20,AAPL,154.0260009765625,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-21,AAPL,150.90426635742188,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-22,AAPL,149.94216918945312,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-23,AAPL,147.6744842529297,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-26,AAPL,148.00831604003906,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-27,AAPL,148.98013305664062,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-28,AAPL,147.09530639648438,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-29,AAPL,139.87014770507812,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-09-30,AAPL,135.66854858398438,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-03,AAPL,139.84066772460938,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-04,AAPL,143.42381286621094,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-05,AAPL,143.71835327148438,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-06,AAPL,142.76608276367188,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-07,AAPL,137.52392578125,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-10,AAPL,137.8478546142578,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-11,AAPL,136.43426513671875,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-12,AAPL,135.80599975585938,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-13,AAPL,140.3708038330078,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-14,AAPL,135.84524536132812,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-17,AAPL,139.80140686035156,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-18,AAPL,141.11683654785156,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-19,AAPL,141.22486877441406,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-20,AAPL,140.7634735107422,MovingAverage,5,20,0,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-21,AAPL,144.57241821289062,MovingAverage,5,20,1,0,0,0,473614.4187507628,473614.4187507628,0.0,3.7361441875076284
2022-10-24,AAPL,146.71243286132812,MovingAverage,5,20,1,1,3228,3228,26.685474395635538,473614.4187507628,0.0,3.7361441875076284
2022-10-25,AAPL,149.54953002929688,MovingAverage,5,20,1,1,0,3228,26.685474395635538,482772.56840896595,0.01933672053811053,3.8277256840896596
2022-10-26,AAPL,146.61427307128906,MovingAverage,5,20,1,1,0,3228,26.685474395635538,473297.55894851673,-0.019626238275458063,3.732975589485167
2022-10-27,AAPL,142.14764404296875,MovingAverage,5,20,1,1,0,3228,26.685474395635538,458879.28044509876,-0.03046345418609342,3.5887928044509874
2022-10-28,AAPL,152.88726806640625,MovingAverage,5,20,1,1,0,3228,26.685474395635538,493546.786792755,0.07554820586806588,3.9354678679275503
2022-10-31,AAPL,150.53118896484375,MovingAverage,5,20,1,1,0,3228,26.685474395635538,485941.36345291126,-0.015409731242029823,3.859413634529113
2022-11-01,AAPL,147.8904571533203,MovingAverage,5,20,1,1,0,3228,26.685474395635538,477417.0811653136,-0.0175417919294365,3.7741708116531356
2022-11-02,AAPL,142.37342834472656,MovingAverage,5,20,1,1,0,3228,26.685474395635538,459608.112171173,-0.03730274784193144,3.5960811217117294
2022-11-03,AAPL,136.33609008789062,MovingAverage,5,20,1,1,0,3228,26.685474395635538,440119.5842781066,-0.04240248893998688,3.401195842781066
2022-11-04,AAPL,136.07057189941406,MovingAverage,5,20,1,1,0,3228,26.685474395635538,439262.49156570423,-0.0019474087112214544,3.3926249156570423
2022-11-07,AAPL,136.6015625,MovingAverage,5,20,0,1,0,3228,26.685474395635538,440976.52922439564,0.003902080627421478,3.4097652922439563
2022-11-08,AAPL,137.17189025878906,MovingAverage,5,20,0,0,-3228,0,442817.54722976673,442817.54722976673,0.004174866196641203,3.428175472297667
2022-11-09,AAPL,132.61917114257812,MovingAverage,5,20,0,0,0,0,442817.54722976673,442817.54722976673,0.0,3.428175472297667
2022-11-10,AAPL,144.41888427734375,MovingAverage,5,20,0,0,0,0,442817.54722976673,442817.54722976673,0.0,3.428175472297667
2022-11-11,AAPL,147.20167541503906,MovingAverage,5,20,0,0,0,0,442817.54722976673,442817.54722976673,0.0,3.428175472297667
2022-11-14,AAPL,145.80532836914062,MovingAverage,5,20,0,0,0,0,442817.54722976673,442817.54722976673,0.0,3.428175472297667
2022-11-15,AAPL,147.53599548339844,MovingAverage,5,20,1,0,0,0,442817.54722976673,442817.54722976673,0.0,3.428175472297667
2022-11-16,AAPL,146.3068389892578,MovingAverage,5,20,1,1,3026,3026,93.05244827258866,442817.54722976673,0.0,3.428175472297667
2022-11-17,AAPL,148.20465087890625,MovingAverage,5,20,1,1,0,3026,93.05244827258866,448560.3260078429,0.012968724509682561,3.4856032600784292
2022-11-18,AAPL,148.76510620117188,MovingAverage,5,20,1,1,0,3026,93.05244827258866,450256.2638130187,0.003780846648363978,3.502562638130187
2022-11-21,AAPL,145.53985595703125,MovingAverage,5,20,1,1,0,3026,93.05244827258866,440496.65657424915,-0.02167567232961909,3.404966565742492
2022-11-22,AAPL,147.6736297607422,MovingAverage,5,20,1,1,0,3026,93.05244827258866,446953.45610427845,0.01465799895110198,3.469534561042784
2022-11-23,AAPL,148.548828125,MovingAverage,5,20,1,1,0,3026,93.05244827258866,449601.8063545226,0.005925337893855076,3.4960180635452263
2022-11-25,AAPL,145.63819885253906,MovingAverage,5,20,1,1,0,3026,93.05244827258866,440794.2421760558,-0.019589699271630123,3.4079424217605583
2022-11-28,AAPL,141.81314086914062,MovingAverage,5,20,1,1,0,3026,93.05244827258866,429219.6167182921,-0.026258567717725945,3.2921961671829214
2022-11-29,AAPL,138.8140411376953,MovingAverage,5,20,1,1,0,3026,93.05244827258866,420144.3409309386,-0.021143665000078138,3.2014434093093858
2022-11-30,AAPL,145.5595245361328,MovingAverage,5,20,1,1,0,3026,93.05244827258866,440556.1736946105,0.04858290538543053,3.4055617369461046
2022-12-01,AAPL,145.83489990234375,MovingAverage,5,20,1,1,0,3026,93.05244827258866,441389.4595527648,0.0018914406559467078,3.4138945955276476
2022-12-02,AAPL,145.3432159423828,MovingAverage,5,20,0,1,0,3026,93.05244827258866,439901.623889923,-0.003370800164438359,3.3990162388992298
2022-12-05,AAPL,144.18289184570312,MovingAverage,5,20,0,0,-3026,0,436390.48317337024,436390.48317337024,-0.00798164981866789,3.363904831733702
2022-12-06,AAPL,140.52500915527344,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-07,AAPL,138.58787536621094,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-08,AAPL,140.26930236816406,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-09,AAPL,139.7875213623047,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-12,AAPL,142.07862854003906,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-13,AAPL,143.0423126220703,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-14,AAPL,140.81997680664062,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-15,AAPL,134.2219696044922,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-16,AAPL,132.2651824951172,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-19,AAPL,130.16087341308594,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-20,AAPL,130.092041015625,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-21,AAPL,133.18948364257812,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-22,AAPL,130.0232391357422,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-23,AAPL,129.65940856933594,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-27,AAPL,127.85995483398438,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-28,AAPL,123.9365463256836,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-29,AAPL,127.44696807861328,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2022-12-30,AAPL,127.76164245605467,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-03,AAPL,122.98271942138672,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-04,AAPL,124.25118255615234,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-05,AAPL,122.9335479736328,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-06,AAPL,127.45679473876952,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-09,AAPL,127.97793579101562,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-10,AAPL,128.5482177734375,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-11,AAPL,131.26219177246094,MovingAverage,5,20,0,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-12,AAPL,131.1835174560547,MovingAverage,5,20,1,0,0,0,436390.48317337024,436390.48317337024,0.0,3.363904831733702
2023-01-13,AAPL,132.51097106933594,MovingAverage,5,20,1,1,3293,3293,31.855442047002725,436390.48317337024,0.0,3.363904831733702
2023-01-17,AAPL,133.67132568359375,MovingAverage,5,20,1,1,0,3293,31.855442047002725,440211.5309181212,0.00875602904299111,3.4021153091812124
2023-01-18,AAPL,132.9534912109375,MovingAverage,5,20,1,1,0,3293,31.855442047002725,437847.7019996642,-0.005369756929190284,3.378477019996642
2023-01-19,AAPL,133.01251220703125,MovingAverage,5,20,1,1,0,3293,31.855442047002725,438042.0581398009,0.0004438898257295154,3.380420581398009
2023-01-20,AAPL,135.56912231445312,MovingAverage,5,20,1,1,0,3293,31.855442047002725,446460.97522354114,0.019219426370819637,3.464609752235411
2023-01-23,AAPL,138.75502014160156,MovingAverage,5,20,1,1,0,3293,31.855442047002725,456952.13676834095,0.023498496233734567,3.56952136768341
2023-01-24,AAPL,140.15135192871094,MovingAverage,5,20,1,1,0,3293,31.855442047002725,461550.2573432921,0.010062586877194635,3.615502573432921
2023-01-25,AAPL,139.4924774169922,MovingAverage,5,20,1,1,0,3293,31.855442047002725,459380.5835762023,-0.004700839686621827,3.593805835762023
2023-01-26,AAPL,141.55743408203125,MovingAverage,5,20,1,1,0,3293,31.855442047002725,466180.4858741759,0.014802328485539196,3.6618048587417587
2023-01-27,AAPL,143.49459838867188,MovingAverage,5,20,1,1,0,3293,31.855442047002725,472559.5679359435,0.013683717476516755,3.7255956793594347
2023-01-30,AAPL,140.61349487304688,MovingAverage,5,20,1,1,0,3293,31.855442047002725,463072.09405899036,-0.020076778718908894,3.630720940589904
2023-01-31,AAPL,141.8819580078125,MovingAverage,5,20,1,1,0,3293,31.855442047002725,467249.14316177357,0.009020299768379259,3.6724914316177353
2023-02-01,AAPL,143.00294494628906,MovingAverage,5,20,1,1,0,3293,31.855442047002725,470940.5531501769,0.007900303387234464,3.709405531501769
2023-02-02,AAPL,148.30296325683594,MovingAverage,5,20,1,1,0,3293,31.855442047002725,488393.51344680774,0.03705979487195554,3.8839351344680777
2023-02-03,AAPL,151.9215545654297,MovingAverage,5,20,1,1,0,3293,31.855442047002725,500309.53462600696,0.02439840180329722,4.00309534626007
2023-02-06,AAPL,149.1977996826172,MovingAverage,5,20,1,1,0,3293,31.855442047002725,491340.2097969054,-0.0179275512624526,3.913402097969054
2023-02-07,AAPL,152.06907653808594,MovingAverage,5,20,1,1,0,3293,31.855442047002725,500795.324481964,0.019243519045524238,4.00795324481964
2023-02-08,AAPL,149.38461303710938,MovingAverage,5,20,1,1,0,3293,31.855442047002725,491955.3861732482,-0.017651798801955887,3.9195538617324814
2023-02-09,AAPL,148.35211181640625,MovingAverage,5,20,1,1,0,3293,31.855442047002725,488555.3596534728,-0.00691124970949708,3.885553596534728
2023-02-10,AAPL,148.71653747558594,MovingAverage,5,20,1,1,0,3293,31.855442047002725,489755.4133491515,0.002456331042054005,3.897554133491515
2023-02-13,AAPL,151.51339721679688,MovingAverage,5,20,1,1,0,3293,31.855442047002725,498965.4724769591,0.018805425885597415,3.989654724769591
2023-02-14,AAPL,150.87326049804688,MovingAverage,5,20,1,1,0,3293,31.855442047002725,496857.50226211536,-0.004224681528321783,3.9685750226211534
2023-02-15,AAPL,152.97093200683594,MovingAverage,5,20,1,1,0,3293,31.855442047002725,503765.13454055774,0.013902642602744208,4.037651345405577
2023-02-16,AAPL,151.37550354003906,MovingAverage,5,20,1,1,0,3293,31.855442047002725,498511.38859939564,-0.010428959014707528,3.9851138859939566
2023-02-17,AAPL,150.233154296875,MovingAverage,5,20,1,1,0,3293,31.855442047002725,494749.6325416564,-0.007545978173754797,3.947496325416564
2023-02-21,AAPL,146.22491455078125,MovingAverage,5,20,1,1,0,3293,31.855442047002725,481550.49905776966,-0.026678409877900044,3.815504990577697
2023-02-22,AAPL,146.64840698242188,MovingAverage,5,20,1,1,0,3293,31.855442047002725,482945.05963516224,0.002895979923437375,3.8294505963516228
2023-02-23,AAPL,147.1309814453125,MovingAverage,5,20,1,1,0,3293,31.855442047002725,484534.17734146107,0.003290473056084986,3.845341773414611
2023-02-24,AAPL,144.48184204101562,MovingAverage,5,20,0,1,0,3293,31.855442047002725,475810.56128311146,-0.018004129463507157,3.7581056128311143
2023-02-27,AAPL,145.6734619140625,MovingAverage,5,20,0,0,-3293,0,479734.5655250548,479734.5655250548,0.008246988531237287,3.797345655250548
2023-02-28,AAPL,145.1711883544922,MovingAverage,5,20,0,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-01,AAPL,143.1030731201172,MovingAverage,5,20,0,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-02,AAPL,143.69400024414062,MovingAverage,5,20,0,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-03,AAPL,148.73623657226562,MovingAverage,5,20,0,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-06,AAPL,151.4937286376953,MovingAverage,5,20,0,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-07,AAPL,149.2975616455078,MovingAverage,5,20,0,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-08,AAPL,150.54830932617188,MovingAverage,5,20,1,0,0,0,479734.5655250548,479734.5655250548,0.0,3.797345655250548
2023-03-09,AAPL,148.3029022216797,MovingAverage,5,20,1,1,3234,3234,122.97974014270585,479734.5655250548,0.0,3.797345655250548
2023-03-10,AAPL,146.24464416503906,MovingAverage,5,20,1,1,0,3234,122.97974014270585,473078.15896987903,-0.013875186475026169,3.7307815896987906
2023-03-13,AAPL,148.18472290039062,MovingAverage,5,20,1,1,0,3234,122.97974014270585,479352.373600006,0.013262532863045129,3.7935237360000595
2023-03-14,AAPL,150.27252197265625,MovingAverage,5,20,1,1,0,3234,122.97974014270585,486104.315799713,0.014085550779688427,3.8610431579971305
2023-03-15,AAPL,150.6664276123047,MovingAverage,5,20,1,1,0,3234,122.97974014270585,487378.20663833607,0.002620612072796069,3.8737820663833604
2023-03-16,AAPL,153.4830322265625,MovingAverage,5,20,1,1,0,3234,122.97974014270585,496487.10596084583,0.018689590955118573,3.964871059608458
2023-03-17,AAPL,152.64593505859375,MovingAverage,5,20,1,1,0,3234,122.97974014270585,493779.9337196349,-0.005452653671582874,3.937799337196349
2023-03-20,AAPL,155.00946044921875,MovingAverage,5,20,1,1,0,3234,122.97974014270585,501423.57483291614,0.015479853658089793,4.0142357483291615
2023-03-21,AAPL,156.86094665527344,MovingAverage,5,20,1,1,0,3234,122.97974014270585,507411.281223297,0.011941413788484345,4.07411281223297
