Date,Ticker,Close,RSI,Strategy,Buy_Threshold,Sell_Threshold,Raw_Signal,Position,Trade_Shares,Shares,Cash,Portfolio_Value,Daily_Return,Cumulative_Return
2015-03-04,AAPL,28.55565071105957,60.06585136406396,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-05,AAPL,28.08247756958008,49.86660835939288,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-06,AAPL,28.124679565429688,48.68855150929409,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-09,AAPL,28.244644165039062,48.0929055088251,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-10,AAPL,27.660381317138672,39.38482747035171,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-11,AAPL,27.156085968017575,35.776508127288224,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-12,AAPL,27.647048950195312,39.01695215282596,RSI,30.0,70.0,0,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-13,AAPL,27.45600128173828,26.87966490916682,RSI,30.0,70.0,1,0,0,0,100000.0,100000.0,0.0,0.0
2015-03-16,AAPL,27.75813102722168,32.71082875881497,RSI,30.0,70.0,1,1,3602,3602,15.212039947509766,100000.0,0.0,0.0
2015-03-17,AAPL,28.222431182861328,45.53346580754192,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101672.40916061401,0.01672409160614019,0.01672409160614019
2015-03-18,AAPL,28.540103912353516,44.97153296888686,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,102816.66633224487,0.011254352887647645,0.02816666332244866
2015-03-19,AAPL,28.32461929321289,47.39133437357687,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,102040.49073410034,-0.007549122392632057,0.02040490734100331
2015-03-20,AAPL,27.969173431396484,41.76559629266001,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,100760.17473983765,-0.012547136779251455,0.0076017473983764905
2015-03-23,AAPL,28.26020050048828,44.73300078495776,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101808.4542427063,0.010403708663420996,0.018084542427063033
2015-03-24,AAPL,28.14466857910156,45.400312604466514,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101392.30826187132,-0.004087538544126246,0.013923082618713334
2015-03-25,AAPL,27.40934181213379,42.88387995165543,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,98743.66124725342,-0.026122760789478283,-0.012563387527465775
2015-03-26,AAPL,27.600400924682617,44.62665355615982,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,99431.8561706543,0.0069695098876032535,-0.0056814382934570196
2015-03-27,AAPL,27.380462646484375,41.320838569283126,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,98639.63849258423,-0.00796744331827004,-0.013603615074157749
2015-03-30,AAPL,28.07358741760254,54.061115724711165,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101136.27391815186,0.025310670879590935,0.011362739181518533
2015-03-31,AAPL,27.642606735229492,54.851591811767925,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,99583.88150024414,-0.015349511681279071,-0.004161184997558576
2015-04-01,AAPL,27.602619171142575,49.51315774073755,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,99439.84629440306,-0.0014463706743618188,-0.00560153705596933
2015-04-02,AAPL,27.84032440185547,54.168621716653874,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,100296.06053543091,0.008610373737836685,0.002960605354308976
2015-04-06,AAPL,28.29129981994629,55.60220710133169,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101920.47399139404,0.016196184050412343,0.01920473991394034
2015-04-07,AAPL,27.993614196777344,47.50849635846616,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,100848.2103767395,-0.01052059093391855,0.008482103767395
2015-04-08,AAPL,27.902524948120117,42.69729589676617,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,100520.10690307617,-0.0032534387317100233,0.005201069030761785
2015-04-09,AAPL,28.11579704284668,47.606978129848265,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101288.31298828125,0.007642312656370276,0.012883129882812483
2015-04-10,AAPL,28.23575782775879,53.229240071438966,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101720.41173553467,0.004266027683800022,0.01720411735534677
2015-04-13,AAPL,28.180221557617188,48.97256716096089,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101520.37009048462,-0.001966583123652166,0.01520370090484624
2015-04-14,AAPL,28.058029174804688,48.888906283021726,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101080.233127594,-0.004335454672774852,0.010802331275939991
2015-04-15,AAPL,28.164674758911133,61.54889291467724,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101464.37052154541,0.0038003216065649603,0.014643705215453995
2015-04-16,AAPL,28.029150009155273,56.668739386704274,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,100976.2103729248,-0.004811148446606128,0.009762103729248128
2015-04-17,AAPL,27.713695526123047,55.03352417566713,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,99839.94332504272,-0.011252819289668592,-0.0016005667495727627
2015-04-20,AAPL,28.346834182739254,54.20360396100026,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,102120.5087661743,0.022842214900972824,0.021205087661743116
2015-04-21,AAPL,28.193546295166016,59.267413276113096,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,101568.3657951355,-0.005406778498362685,0.015683657951355068
2015-04-22,AAPL,28.57343482971191,64.6544541177189,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,102936.72429656981,0.01347229022266938,0.029367242965698148
2015-04-23,AAPL,28.806690216064453,64.60690677946559,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,103776.91019821167,0.008162158912510264,0.03776910198211669
2015-04-24,AAPL,28.942203521728516,60.87578390760935,RSI,30.0,70.0,1,1,0,3602,15.212039947509766,104265.02912521362,0.004703540759400715,0.04265029125213626
2015-04-27,AAPL,29.46870994567871,72.8962129138342,RSI,30.0,70.0,0,1,0,3602,15.212039947509766,106161.50526428223,0.01818899543768504,0.0616150526428223
2015-04-28,AAPL,29.00440788269043,65.32743764798028,RSI,30.0,70.0,0,0,-3602,0,104489.08923339844,104489.08923339844,-0.0157535071372662,0.044890892333984356
2015-04-29,AAPL,28.5778751373291,56.067617334017264,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-04-30,AAPL,27.802562713623047,45.146915846312616,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-01,AAPL,28.646738052368164,54.44155066845983,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-04,AAPL,28.59120750427246,55.14147853074654,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-05,AAPL,27.94695472717285,48.09774258164934,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-06,AAPL,27.771453857421875,47.76408347562911,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-07,AAPL,27.94322395324707,52.042443253584494,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-08,AAPL,28.46969985961914,51.11446747184726,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-11,AAPL,28.179689407348633,49.87735154979358,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-12,AAPL,28.079315185546875,45.39884078089754,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-13,AAPL,28.11054420471191,43.264171536708815,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-14,AAPL,28.76639747619629,48.45454097320006,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-15,AAPL,28.726247787475582,42.86295757934892,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-18,AAPL,29.043018341064453,50.381983900934394,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-19,AAPL,29.01625633239746,54.709555743888416,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-20,AAPL,29.01402473449707,65.60725415235939,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-21,AAPL,29.310728073120117,59.95901071877713,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-22,AAPL,29.567258834838867,63.80704052977728,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-26,AAPL,28.915861129760746,63.67832012674878,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-27,AAPL,29.455726623535156,71.55938619115655,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-28,AAPL,29.397720336914062,69.17666395579315,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-05-29,AAPL,29.063098907470703,58.24049558669748,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-01,AAPL,29.121097564697266,63.9737245768974,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-02,AAPL,28.991716384887695,63.42753396595349,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-03,AAPL,29.027406692504883,63.4754946154088,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-04,AAPL,28.85786819458008,51.56861757419514,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-05,AAPL,28.6994686126709,49.55866709919812,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-08,AAPL,28.509855270385746,40.82884888078435,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-09,AAPL,28.425079345703125,40.0299153684576,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-10,AAPL,28.75078010559082,45.9971600532722,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-11,AAPL,28.68608856201172,39.780819866008024,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-12,AAPL,28.369319915771484,30.78038847750524,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-15,AAPL,28.31354331970215,38.05317635664771,RSI,30.0,70.0,0,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-16,AAPL,28.465242385864254,26.77821610923236,RSI,30.0,70.0,1,0,0,0,104489.08923339844,104489.08923339844,0.0,0.044890892333984356
2015-06-17,AAPL,28.3983154296875,26.666672604171964,RSI,30.0,70.0,1,1,3679,3679,11.686767578125,104489.08923339844,0.0,0.044890892333984356
2015-06-18,AAPL,28.52770233154297,36.17509387275853,RSI,30.0,70.0,1,1,0,3679,11.686767578125,104965.1036453247,0.004555637487307251,0.04965103645324698
2015-06-19,AAPL,28.242158889770508,29.69079852587427,RSI,30.0,70.0,1,1,0,3679,11.686767578125,103914.58932304382,-0.010008224503169627,0.03914589323043827
2015-06-22,AAPL,28.46746826171875,38.40067116982906,RSI,30.0,70.0,1,1,0,3679,11.686767578125,104743.5025024414,0.00797687008915271,0.04743502502441399
2015-06-23,AAPL,28.338077545166016,35.355366582841825,RSI,30.0,70.0,1,1,0,3679,11.686767578125,104267.4740562439,-0.004544706209212546,0.04267474056243903
2015-06-24,AAPL,28.579015731811523,44.25027745943893,RSI,30.0,70.0,1,1,0,3679,11.686767578125,105153.88564491272,0.008501324086845008,0.05153885644912726
2015-06-25,AAPL,28.442934036254883,44.66132023346055,RSI,30.0,70.0,1,1,0,3679,11.686767578125,104653.24108695984,-0.004761065697975964,0.04653241086959836
2015-06-26,AAPL,28.27562141418457,45.07974589010573,RSI,30.0,70.0,1,1,0,3679,11.686767578125,104037.69795036316,-0.005881739831499422,0.040376979503631505
2015-06-29,AAPL,27.780378341674805,38.44940461341731,RSI,30.0,70.0,1,1,0,3679,11.686767578125,102215.69868659973,-0.017512875617766044,0.022156986865997208
2015-06-30,AAPL,27.981151580810547,35.56500144168608,RSI,30.0,70.0,1,1,0,3679,11.686767578125,102954.34343338013,0.007226333687207154,0.029543434333801244
2015-07-01,AAPL,28.242158889770508,42.244842878991314,RSI,30.0,70.0,1,1,0,3679,11.686767578125,103914.58932304382,0.00932690994513563,0.03914589323043827
2015-07-02,AAPL,28.20646095275879,46.84514787919005,RSI,30.0,70.0,1,1,0,3679,11.686767578125,103783.25661277771,-0.0012638524688562969,0.03783256612777719
2015-07-06,AAPL,28.108308792114254,46.088480133774326,RSI,30.0,70.0,1,1,0,3679,11.686767578125,103422.15481376646,-0.003479383966129901,0.03422154813766465
2015-07-07,AAPL,28.039154052734375,41.615465859164,RSI,30.0,70.0,1,1,0,3679,11.686767578125,103167.73452758789,-0.0024600172626136896,0.031677345275878954
2015-07-08,AAPL,27.343137741088867,33.35685924824173,RSI,30.0,70.0,1,1,0,3679,11.686767578125,100607.09051704407,-0.02482020199696333,0.006070905170440621
2015-07-09,AAPL,26.785436630249023,25.79058040652893,RSI,30.0,70.0,1,1,0,3679,11.686767578125,98555.30813026428,-0.02039401374431149,-0.014446918697357147
