Ticker,rows,first_close,last_close,mean_daily_return,daily_volatility,average_volume,average_rsi,total_return,annualized_return,annualized_volatility
MSFT,2745,35.03127670288086,485.3187255859375,0.0011073324657323077,0.01683924999097766,28150932.750455372,55.93274955423942,12.853869206714537,0.2729166532573202,0.26731480644584127
AAPL,2745,26.250513076782227,272.5735778808594,0.001021513109471663,0.018128088606388492,110339622.3679417,55.53690393126621,9.38355239318893,0.23966371986863044,0.2877744851846845
QQQ,2745,93.7822265625,618.64990234375,0.0007868813412231272,0.013860478733832398,42032883.861566484,57.07394860291253,5.5966646881801045,0.18909531245208822,0.2200282786921197
SPY,2745,167.21817016601562,685.138916015625,0.0005814065913198231,0.011211966446922081,85552846.08378871,57.30002146126244,3.0972755253535738,0.13822747543050973,0.1779844495593378
